"Country Name","Country Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Georgia","GEO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","38496139095.4288","30373453528.6754","16735772922.1277","11832191209.8734","10601644119.4778","10877286360.0596","12095542725.0449","13367877781.5643","13782937476.5739","14178405300.6579","14439052849.9858","15132914623.5531","15961265867.5446","17726278946.6513","18764565560.9526","20565896453.2651","22495651340.3542","25272514514.7928","25857332487.2569","24881017906.0395","26436835078.206","28345977228.4492","30146083394.3267","31167144420.4853","32608104952.8576","33512956418.2916","",
"Germany","DEU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2485226723569.83","2612178603675.13","2662431878796.07","2636974628848.04","2701774900278.09","2748722038709.3","2771203770762.25","2822448889452.94","2878322607197.76","2935518761678.6","3022470159181.13","3073715277871.83","3073715277871.83","3051894783408.17","3087601049405.82","3109421556683.66","3224475116048.83","3329610265344.83","3365647150137.13","3176536134047.86","3306136689722.13","3427141297691.63","3444002587120.7","3460863889363.96","3516076369519.48","3576578673504.23","",
"Ghana","GHA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28080358687.2128","29563514454.7265","30710407126.4204","32199862045.2131","33262457361.0839","34630348990.7511","36224197312.8971","37744294161.2169","39518423483.5185","41257232875.8817","42783750539.5858","44495100561.1693","46497379952.6225","48915243702.691","51654497345.0631","54702114730.2629","58203002164.1021","60732981409.8618","66289927192.524","69502175404.3601","74992666759.0686","85526138706.1051","93473665296.567","100308950459.436","104307130433.746","108393071923.689","",
"Gibraltar","GIB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","210932233836.983","217471133047.767","218993431004.967","215489536103.234","219799326839.432","224414496752.446","230837528799.62","241188743298.647","250582815172.056","258282214391.333","268406285140.34","279495791631.05","290460053341.344","307290851942.921","322842819111.997","324777106214.375","343134916881.389","354368285438.423","353180540193.816","337991185797.721","319472523306.922","290296713794.743","269103619809.722","260380827733.851","261299579486.283","260726948831.026","",
"Greenland","GRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grenada","GRD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","721070563.693062","737632844.656142","735446334.177922","716033015.042263","735748312.91075","754171009.694829","784770815.050778","820939716.434956","874644820.700364","962743408.257298","980774641.896593","960924743.519871","993954835.830066","1088022457.40683","1080978052.56727","1224456959.88169","1175261845.05286","1247547303.17912","1259387162.6998","1176092442.35576","1170079476.22561","1179028540.57174","1165407280.7136","1192821166.81768","1280574279.73681","1360337543.87614","",
"Guam","GUM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47252611750.9584","48981229828.0391","51351107679.4336","53367733457.149","55520449857.1084","58267905694.3682","59991342096.3294","62609418216.8605","65735836935.5359","68264735444.3464","70728320145.7448","72378110681.4466","75176701892.9217","77079266307.4623","79508867887.6347","82100945244.3106","86517792819.7715","91971923394.366","94989595608.8326","95489281744.1183","98229334974.0369","102317687975.176","105356377430.523","109252019647.802","113812383733.033","118534214239.731","",
"Guinea","GIN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6789712120.48703","6967156019.00879","7195048020.72603","7557976642.75212","7858035805.86446","8220108415.90886","8586854724.94403","9031791486.38744","9360920918.50187","9717759601.58452","9961001009.63035","10325408938.5449","10858675985.9656","10994257551.1354","11251536075.4872","11588775279.0238","11878115542.2056","12086895082.6893","12683616959.4914","12648078443.1445","12892972741.6548","13396928289.8999","13925318144.7225","14245600355.981","14302582558.1215","14316884358.01","",
"Guinea-Bissau","GNB","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1589637535.34456","1670709050.00933","1689086849.07809","1724557672.90337","1779743518.78894","1858052233.75863","2073586292.80553","2208369401.83789","1587818047.57211","1604101715.63035","1691156113.08932","1728173944.49607","1711148363.20213","1720876415.77491","1768396731.37382","1843826371.10222","1886414153.00227","1946874625.24453","2009318238.14905","2075860381.47003","2167859223.98189","2370210330.5228","2327594221.13922","2346686834.48665","2406317909.34847","2521743681.50299","",
"Guyana","GUY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2109036814.45812","2235254441.64724","2410307201.53435","2608285930.22034","2830598208.851","2971740712.69906","3206016902.95913","3405653919.85638","3347466036.47354","3446881793.53066","3399427623.45952","3475914721.08293","3512446611.50847","3477137557.55997","3591671853.58611","3521386026.4124","3702019373.44529","3961912737.93338","4040225768.57751","4174305678.02968","4356759127.9518","4593641613.95101","4814892475.17559","5066308147.58883","5260900751.63311","5419033647.04716","",
"Haiti","HTI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13676750532.9059","14046667398.3392","14353143350.7247","14742148990.6816","14870414490.9602","14715111690.1481","14678108403.0387","14731507410.8008","14212532884.6133","14469070644.6987","14794512150.9456","15289133971.0025","15418165750.1478","15893545989.104","15019751835.594","15849403538.3438","16306674053.9112","16997107258.1096","17472487497.0658","17679617458.3254","",
"Honduras","HND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15716671882.6764","16227783367.5232","17140481908.033","18208339421.9602","17971037930.9253","18701196909.9343","19373551640.1713","20341012293.4667","20931224139.5832","20535721355.8931","21716145048.1263","22307517649.2782","23145017230.2788","24197429970.8015","25705487115.2829","27260823118.7326","29051107767.1585","30848885361.3642","32154286828.2783","31372414225.1852","32542963029.3315","33791210423.4101","35186343988.2885","36168591807.1898","37284470612.9167","38642750286.868","",
"Hong Kong SAR, China","HKG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153875307360.175","162649092731.634","172790199349.711","183505047335.536","194581565129.987","199200368871.808","207683231236.608","218274483377.467","205434192090.526","210584018964.061","226721887917.892","227993304191.915","231770406721.783","238854035798.026","259634515890.044","278816692336.656","298424700369.335","317717133765.076","324477927792.722","316498566534.049","337918300545.517","354187869989.884","360209959343.047","371333416543.1","381292337482.602","390583638243.155","",
"Hungary","HUN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156366429721.515","151575080315.792","150701843368.106","155143259612.042","157454157987.124","157462949755.516","162668457844.177","169531334484.118","174964727618.854","182317329805.702","189198170492.194","197717884973.615","205286025679.894","215561390272.848","225009217125.445","233685000521.175","234732723001.289","236819976997.372","221275979817.109","222774235380.877","226649222435.243","223017140533.109","227738740862.854","236956059157.09","244415634537.307","",
"Iceland","ISL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7419631789.4872","7403047019.93745","7153276050.06194","7247230716.10617","7508772976.71216","7517526982.97221","7877245342.06822","8264269342.28442","8806996539.96345","9159613178.3321","9588330169.92215","9955922154.7111","9987253632.08672","10230956621.8626","11059641083.4736","11801122780.2953","12391256939.581","13549848051.407","13755719769.6419","12800530678.6293","12344849083.0862","12590157375.6909","12743446994.2582","13305404152.6332","13561736276.2409","14127263269.8481","",
"India","IND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1543684021859.44","1559998159817.53","1645523436878.59","1723698573003.23","1838478352123.66","1977733744904.68","2127043193986.11","2213184632726.04","2350057173294.91","2557937486394.1","2656187639043.29","2784321234664.67","2890236127295.24","3117419712436.41","3364410900217.85","3676790783518.74","4017407170463.39","4363233799306.5","4533005352970.26","4917394410937.57","5421917261239.82","5781843853973.66","6098921127084.43","6497808984441.81","6964314858352.5","7516845790976.7","",
"Indonesia","IDN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","839213745925.904","897220056000.907","955516987609.85","1017591270785.24","1094317358472.92","1184270326308.34","1276858795913.06","1336869612456.39","1161382408238.17","1170570407381.5","1228163264451.19","1272910980908.5","1330185297241.99","1393773064452.42","1463892030404.63","1547225128046.57","1632337236348.95","1735909396809.55","1840301842699.8","1925487044368.68","2045326550276.98","2171518784772.08","2302462467434.46","2430416378087.98","2552517800424.51","2674883495042.92","",
"Iran, Islamic Rep.","IRN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","571447256197.006","644113337565.114","665356078979.618","655568614660.414","644435183876.507","659908359751.442","701816011837.316","711293330168.086","726088315227.816","740629658561.797","783923368746.811","802676169657.596","867523007073.474","942470908318.929","983342723557.3","1024728573930.83","1083181673259.42","1181926327464","1192843731216.87","1220454611735.15","1300728480350.89","1349501772422.72","1260317420786.05","1236225507334.8","1289919026344.15","","",
"Iraq","IRQ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","201273168342.971","72363526905.4928","95948400423.6294","125011007311.439","129829597153.163","132582012522.989","147193591925.978","178454472964.994","240658518378.157","282971739254.619","286951665491.182","293566810971.545","273310171938.368","182842214621.587","281865489119.67","294269310291.932","324161774139.969","328627420735.618","355667236886.308","367686296601.583","391227650166.62","420751532114.547","479389275592.69","510895507236.369","511202600762.953","526640533672.939","",
"Ireland","IRL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77718484990.4615","79218171581.2781","81866652258.536","84071001308.8557","88909982642.7907","97475945839.2346","106338290823.939","117767669242.491","127457479108.334","141303150541.827","155308257914.598","164707371246.794","173893050993.188","180280338428.971","192404011015.33","203498262668.447","215435731236.53","223615036318.379","213835273940.643","204073439470.297","208223375071.713","208138908591.928","205843385405.786","208105274375.952","225715905910.357","285025146613.578","",
"Isle of Man","IMN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Israel","ISR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92082341234.9227","99172109712.1035","104753312837.041","110574320497.455","118239139853.499","126042923096.295","133804011108.582","139266108924.152","145187438144.69","150613219848.032","164081088701.531","164477475203.071","164365178572.355","166299977402.485","174804644251.643","182478419057.938","193065467235.85","204910186165.563","211179222843.592","213858373193.833","225656988690.293","237080149048.244","242726924660.503","253349451706.14","261363014023.971","267917569941.322","",
"Italy","ITA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1766345083989.29","1793519376628.72","1808482268854.09","1793059427927.4","1831628560212.02","1884504686461.97","1908746322251.52","1943778790156.22","1975191677994.28","2006001723062.22","2080426553203.84","2117295580692.52","2122558040655.3","2125769978153.56","2159398299282.71","2179905345629.11","2223647056633.91","2256420756935.67","2232719194069.09","2110320323140.07","2145911366651.92","2158285220782.75","2097442747589.48","2061195636901.32","2063089772591.85","2078186030965.27","",
"Jamaica","JAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17663482175.9599","18518083615.7696","18880212611.5153","20658181598.0258","20943964775.6837","21436138950.6946","21411759371.3214","21167566847.7264","20673398665.8358","20889988461.8513","21073549531.6345","21356973929.4627","21783534835.6835","22582188405.6958","22881114501.7012","23085625430.8386","23754906649.8152","24095065994.4899","23899232640.4237","22863720930.3497","22527855029.2734","22917372413.292","22774836855.9215","22889540026.3498","23048535597.5033","23278214004.7034","",
"Japan","JPN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3761362839186.12","3886403357738.41","3918234161672.79","3924936799591.12","3958831699874.36","4067389350739.46","4193475571300.9","4238618826685.46","4190775146113.3","4180215385593.35","4296406250729.25","4313860377277.76","4318955080207.51","4384959166693.24","4481635691164.37","4556154212683.36","4620850891385.3","4697292837736.4","4645928926811.14","4394253393700.04","4578473198942.69","4573186804907.29","4641557252954.72","4734411121784.69","4750302872768.09","4808229877714.07","",
"Jordan","JOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22372150542.537","22780195391.782","27033813429.3712","28286163974.8152","29695980650.8664","31531263992.7191","32188846435.1884","33247453625.3741","34243585114.3707","35410783456.7357","36912136042.6717","38857911544.4942","41108711581.9824","42820376271.0044","46486972642.0236","50282066919.2022","54351561109.7715","58795192030.3421","63047500484.7869","66500347948.6717","68054348229.9299","69797089967.4539","71647552754.3083","73674613032.6082","75955822381.0949","77765611777.6122","",
"Kazakhstan","KAZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","213349353351.712","189880924479.413","179817235484.027","163274049815.84","142701519544.988","130999994937.678","131654994915.083","133893129827.975","131349160362.013","134895587688.953","148115355285.36","168110928246.566","184585799217.267","201752278544.799","221120497284.358","242569185519.231","268524088369.789","292422732234.684","302072682399.046","305697554586.109","328013476070.894","352286473300.142","369196224018.548","391347997459.661","407784613352.967","412678028713.201","",
"Kenya","KEN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55707556394.9901","56508824244.7893","56057039608.1261","56255031534.0257","57736105295.1817","60280083108.0542","62779801264.66","63077943746.5419","65153342907.9358","66655380645.1952","67055109891.187","69589730346.0583","69970288418.3532","72022150015.8219","75698376457.5261","80169626784.1254","85358601306.9567","91206288418.4869","91418144889.4453","94441287921.2466","102376506594.919","108633362952.274","113581550492.604","120048350544.561","126449159812.211","133592522053.103","",
"Kiribati","KIR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","142008673.09063","142008673.09063","143254363.20546","144500053.320291","146991433.549951","146991433.549951","149482813.779611","151974194.009271","161939714.927912","159448334.698252","169413855.616892","166922475.387232","173244601.858018","176720450.985428","173841038.284999","182449006.116498","179564486.086597","183518804.787114","180128410.00158","180650105.021671","177745903.087956","178593470.642087","187858540.009159","198720833.241466","203507397.5077","210624149.702736","",
"Korea, Dem. People’s Rep.","PRK","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Rep.","KOR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","518150837085.666","568478250988.398","601252371278.769","639308004073.479","695387417899.068","757489855223.619","811922444214.405","858743906646.25","809676158022.456","896559184322.152","975736820161.216","1019892028728.14","1095694826694.76","1127833824631.12","1183096007278.77","1229516996715.92","1293158443794.78","1363808940935.67","1402394020663.7","1412316217558.88","1504071486988.99","1559446833866.66","1595195319034.79","1641395685771.39","1696242061195.7","1740546808209.43","",
"Kosovo","XKX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7880084840.46801","10005652450.7363","9935518001.08941","10529676443.222","10804724939.1214","11456598818.3739","11972493101.2867","12844818884.1281","13184541049.9003","13625124313.8555","14076057999.9643","14726312524.7371","15139894776.0025","15660777512.8179","15851609389.0175","16472322324.4142","",
"Kuwait","KWT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85650014203.8394","114762854078.799","124444438688.838","130490311932.616","131279944014.186","134526924013.179","139453374098.592","136958540039.193","143388170990.257","144433508630.689","148766513903.242","174532874678.65","193316441769.241","212794911701.409","228797619409.869","242506397704.744","248520177652.617","230934634860.825","225468269003.663","247177337169.866","263556266778.465","266584630667.396","267917846910.193","272866287565.974","",
"Kyrgyz Republic","KGZ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15257961984.1427","14060049357.875","12107290037.8277","10235584762.1208","8179751331.71998","7736096175.41356","8284160096.07296","9105548496.40211","9298753247.03043","9638696098.94949","10161756699.5565","10702523147.6749","10700665921.0999","11452954424.2289","12257737465.2498","12236219224.1571","12615896710.324","13693656983.311","14844145453.5681","15272591237.1255","15200570760.0957","16105958461.3669","16091761027.9377","17848252275.5774","18566472841.7351","19210595961.2264","",
"Lao PDR","LAO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6867969079.7375","7163055742.08686","7561311453.18059","8008378269.24223","8661783336.23203","9270815351.91106","9913127451.446","10594366617.9294","11014709565.0845","11819485669.2883","12504871915.3201","13224078729.5351","14006778053.8165","14856569601.0301","15801105055.0593","16924179399.9333","18382919476.0252","19779438397.1638","21327160218.7222","22927075773.5951","24882045862.6638","26882227109.4378","29039870809.0448","31501281295.4774","33869082708.3475","36358591024.6892","",
"Latvia","LVA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20554424770.4998","21039308265.5097","22927402338.5059","24422674621.2645","25062291866.4447","26417374769.713","28124284185.6852","30121959367.5493","32661451305.851","35383961153.4752","39168995435.4132","43825949266.8815","48186364401.7625","46447359198.4599","39790410341.9978","38282493100.1374","40660287490.5389","42286352400.9017","43511980801.3517","44425501732.7843","45642036433.5326","",
"Lebanon","LBN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21246044463.9372","29362184105.3628","30683463878.8039","32830682284.8695","35458170393.1518","37775342549.8729","39715674483.961","38807461960.0628","40201675641.671","40019532194.8415","40557421332.3742","42127504190.8706","43566202592.1444","44970112129.3459","47629540650.1541","48930914422.4785","49692513846.0546","54338516802.1746","59297539586.1074","65407588036.0923","70614315486.9164","72014278181.3865","73598592301.377","74260979632.0894","75597677265.4621","76580447069.9566","",
"Lesotho","LSO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2180927152.39283","2349792500.04453","2514578824.18292","2599599970.91048","2748481453.15351","2850547632.01685","2995569357.57725","3110986534.6511","3160261914.08037","3178931392.15731","3305002568.67841","3434420830.24992","3486178765.70842","3664470626.47785","3729071650.47202","3839864936.43476","4007274433.11017","4174032358.09321","4455050084.94172","4551696078.53131","4836087291.53348","5174665953.49384","5457538521.05095","5567737919.5975","5820612265.61612","5914437068.30099","",
"Liberia","LBR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1835475593.74199","1574375303.75029","1021995005.48414","684988151.326732","535918633.748284","513055210.806804","575243721.207629","1186611650.6628","1545064852.80777","1880984322.57009","2419245542.63296","2489856480.77696","2583543928.96426","1804728862.57029","1852023681.99857","1949847123.39599","2106676486.72078","2307545832.5839","2472464732.21384","2603507812.60831","2762320349.23903","2988830566.66257","3227771169.87093","3508712338.29124","3533313381.37627","3533313381.37627","",
"Libya","LBY","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113240031841.056","117406374145.144","115336642806.984","114230738121.659","129099012224.358","134858932460.423","150867670769.863","160674894958.471","170881473616.78","175439490496.92","174053269693.44","182792988664.964","69322560014.4654","","","","","",
"Liechtenstein","LIE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lithuania","LTU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33956733892.3969","35705491570.7154","38666629652.0847","41553934942.7621","41082446172.5074","42656588762.9953","45439688410.6447","48511751932.7505","53624194332.4381","57136623584.0345","61551803558.9858","66110603639.2393","73440256110.3158","75370323295.3596","64204840510.3269","65257684100.7142","69205352095.7112","71859309436.517","74379290155.6661","76978858369.7848","78347986011.4597","",
"Luxembourg","LUX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20920675946.2859","22729099113.5038","23142689785.6576","24114832728.5812","25036241459.1277","25394810556.6794","25883215223.2595","27327261984.2195","29139657276.6925","31665490883.8426","34662916906.4934","36252196929.9234","37564787666.7194","38089810018.0407","39770032363.3477","41049229825.987","43147118498.4265","46769517790.766","46375236864.5062","43881667116.3459","46415921373.4078","47349962821.7466","47352681784.1853","49338788565.7995","51660776678.7289","53485619938.9822","",
"Macao SAR, China","MAC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12372103152.6564","12829870962.0207","14536243798.9857","15292128483.1925","15949690000.2129","16476029768.5361","16410125654.8351","16360895271.2866","15608294103.4888","15233695043.7942","16102015655.085","18593544988.8941","20257154959.7253","22617864655.1761","28669271465.1003","30979958588.9858","35104682864.6842","40176449449.3248","41539942910.0426","42088734412.839","52721974179.0928","64148196571.8922","70068890088.7209","77917041830.1816","77253107600.2496","61533079342.4632","",
"Macedonia, FYR","MKD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19229963991.6704","18043327594.164","16858747291.5485","15599521714.6235","15325256201.6148","15154421322.7362","15334016963.0267","15554823946.1765","16080380323.7762","16778112516.0665","17541371635.4455","17003334674.9016","17257369371.2572","17640866468.3963","18465476133.0472","19337670283.0224","20331051271.116","21647179203.148","22831650456.4173","22749772540.9581","23513882827.0348","24064082356.9501","23954305764.3246","24655032763.6254","25528026633.8836","26463700380.6299","",
"Madagascar","MDG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19174383377.5745","17964569063.7014","18177656210.4238","18558761646.6129","18545472040.9712","18863010056.7757","19268360118.4349","19980035574.7513","20765717794.95","21733216613.0394","22767731871.9076","24137853996.5255","21078673520.3615","23141198987.0447","24357732651.851","25478894719.5946","26758599469.8959","28428490862.2468","30455019682.2432","29232597651.7321","29309511789.5579","29735787033.419","30636040390.7697","31326945612.3574","32365701440.127","33354200457.8282","",
"Malawi","MWI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7023399391.12632","7636558439.36533","7076571278.67501","7762421264.09593","6967535220.17538","8133121476.45473","8728196071.77883","9059205846.73487","9412084891.61739","9698426688.71759","9851281441.75432","9361183752.14529","9520323876.55785","10063519230.4623","10609012057.697","10955791575.4031","11470713779.447","12571902301.8889","13532362545.2508","14659352621.0006","15667046141.8357","16427533195.5102","16737323535.5758","17607664359.1505","18611301228.2862","19137290349.1233","",
"Malaysia","MYS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190332982671.451","208501150663.035","227026719628.252","249490892820.283","272474100613.326","299255803717.601","329189467262.412","353295165775.594","327294707003.84","347382779298.087","378156961471.04","380114586679.68","400606519723.561","423795625222.545","452543537530.654","476673788616.332","503295290757.635","550744285231.357","569026760887.717","554654136772.771","593374302297.773","624786298313.787","658989508601.525","689915353684.602","731394213595.733","767735621151.664","",
"Maldives","MDV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2036041101.57392","2145845534.80517","2458078632.53832","2781560013.61585","2555565509.46257","3063818480.56712","3375469668.67914","3803200939.67207","3600727974.4314","3858783918.94912","4194858489.01499","4299582711.56016","4501654227.81276","4771633126.29453","4907464510.43178","",
"Mali","MLI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10765975955.3393","12030461771.6396","11643241811.1851","12012585022.726","12466652814.4066","12581473479.0697","13469195248.4295","14119625965.2905","15188717115.3797","16054617319.922","16044850498.0007","18511945131.2382","19086983210.4661","20827533225.0689","21152442464.4025","22534704375.6329","23585314406.4351","24409294915.3806","25574443982.5958","26771089018.8461","28220329132.2568","29134739169.0792","28891120637.587","29556652103.8294","31638432393.3785","33524899738.7937","",
"Malta","MLT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5730334634.18149","6088852584.90047","6374476638.50046","6660100900.58974","7036470120.1083","7482757886.28639","7765406797.91623","8173632553.35741","8592580495.29065","8998148012.46136","9607340125.46799","9665786737.99774","9954099601.02554","10207308858.3571","10252569344.8893","10640490916.4663","10835075370.3763","11267010092.2424","11644062019.416","11357352874.4149","11759707908.2324","11974071551.1388","12315485299.9406","12866273346.6766","13311572385.4322","14130894106.1997","",
"Marshall Islands","MHL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","136480792.6945","136600743.956033","146355131.079463","155145579.972326","164264596.392914","177756021.788024","159441937.373814","149164834.804507","144922269.979068","141448258.8551","149780543.393345","157813815.405418","161941993.71857","162217510.636813","162127609.021211","166586457.100692","169790763.377852","175826283.379876","172949989.510665","169993406.949076","180937324.47","183971631.11967","190778178.462253","195278769.528498","193424313.177908","194651437.995015","",
"Mauritania","MRT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5698062617.16542","5799948940.6966","5908647285.68675","6255699793.69099","6064229581.99973","6659724826.39137","7047242666.23472","6762203080.19039","6950043890.03697","7486088641.2647","7453868047.39767","7603601119.49972","7654165382.97104","8111750781.24257","8577967455.15086","9347361582.5058","11111124524.8606","11424217877.5457","11547595679.6955","11427260297.8526","11972763099.8592","12535969841.7305","13262439093.6617","14070155948.2755","14661976825.4096","","",
"Mauritius","MUS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7820984991.38763","8167880575.22098","8699830019.40818","9141960856.31202","9520085422.05865","9928281614.73326","10483058487.4344","11079280074.4863","11751861965.7836","12058677172.0269","13147167425.829","13485519020.4726","13770510286.2159","14274078072.6099","15094233415.2154","15281611347.7962","16586394387.538","17536299872.3465","18480973780.4615","19093632289.7162","19929399378.4173","20742028226.4255","21467194083.443","22188578982.5302","23019446838.3168","23817914134.2196","",
"Mexico","MEX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1074183425650.05","1119538143027.86","1160162361401.57","1207281495498.2","1264353975576.6","1191543845965.53","1261544266840.38","1349384191320.54","1412830109583.06","1450510474356.44","1527336382154.9","1518088476589.92","1520091095925.72","1541716994805.78","1607944751465.19","1656706860442.59","1738622968865.94","1794330587585.39","1819456426013.5","1733935808528.95","1822543370032.99","1896258212126.06","1972453164091.8","1999280048752.23","2044170054963.91","2094557945858.39","",
"Micronesia, Fed. Sts.","FSM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266167849.596375","285937044.022801","297397446.588845","321607547.009613","319888486.624706","342549427.128609","331890822.977092","311759193.319515","320973930.002743","325415409.017213","340264795.877069","346209879.708204","348286791.163235","354646025.292101","343186482.256249","350601219.461448","350028342.588178","342818889.843944","334043946.109188","337257299.733675","345791861.524608","352882555.847251","354873371.028005","342234552.568107","330588634.735525","343060704.338087","",
"Moldova","MDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9575219567.91408","9012478153.32167","9160919478.68311","8561594535.56116","8273218247.34222","8447594196.36651","8962897466.07473","9662003449.33921","10299695667.9255","11061873130.8993","11891513626.2634","12462306264.715","12836175477.441","13837397177.5482","13007153311.0369","13930661208.1436","14877946210.3745","14773800564.1212","16162537831.8084","16938339607.2362","16853647908.1454","",
"Monaco","MCO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mongolia","MNG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11188351777.4311","10215687411.0386","9270075809.22662","8976326430.43592","9167915588.34896","9752501022.85622","9970478572.79158","10358999565.7765","10704983583.6658","11033666082.0368","11160118751.3512","11489644754.4779","12033447166.2907","12876346167.225","14244510220.1789","15277759335.247","16584960297.45","18284589742.0481","19911985506.5294","19659382269.2722","20910733737.0647","24526362150.2594","27547965752.8338","30757005096.1357","33182264406.1461","33964427182.6635","",
"Montenegro","MNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6220308261.00082","6525103551.66576","5911743979.09226","6095007889.73992","6162053039.4389","6279131976.84136","6436110176.17538","6719299252.69743","7001039069.15706","7600765073.70848","8410847008.41499","8993096276.61619","8484364339.61558","8693396231.01003","8974058270.35582","8729625833.34889","9039441397.71877","9200673635.63951","9490604470.23318","",
"Morocco","MAR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98177236990.935","105261792966.61","103053675534.524","102290468575.192","113120983797.726","107006287991.722","120246043612.486","118369360776.752","126937589324.983","128310206811.44","130764618088.936","140336545574.664","144717080193.755","153343900009.771","160699835050.497","165989494593.682","178562587377.862","184869264267.082","195818979327.396","204129061598.184","211918050774.913","223034630236.893","229747886208.358","240167994730.471","246294787554.874","257398957178.003","",
